"Date","variable","value"
2020-12-11,"Containment Health Index",63.69
2020-12-12,"Containment Health Index",63.69
2020-12-13,"Containment Health Index",63.69
2020-12-14,"Containment Health Index",63.69
2020-12-15,"Containment Health Index",63.69
2020-12-16,"Containment Health Index",63.69
2020-12-17,"Containment Health Index",63.69
2020-12-18,"Containment Health Index",63.69
2020-12-19,"Containment Health Index",63.69
2020-12-20,"Containment Health Index",63.69
2020-12-21,"Containment Health Index",63.69
2020-12-22,"Containment Health Index",63.69
2020-12-23,"Containment Health Index",68.45
2020-12-24,"Containment Health Index",68.45
2020-12-25,"Containment Health Index",68.45
2020-12-26,"Containment Health Index",68.45
2020-12-27,"Containment Health Index",71.31
2020-12-28,"Containment Health Index",71.31
2020-12-29,"Containment Health Index",71.31
2020-12-30,"Containment Health Index",71.31
2020-12-31,"Containment Health Index",71.31
2021-01-01,"Containment Health Index",71.31
2021-01-02,"Containment Health Index",71.31
2021-01-03,"Containment Health Index",71.31
2021-01-04,"Containment Health Index",71.31
2021-01-05,"Containment Health Index",71.31
2021-01-06,"Containment Health Index",71.31
2021-01-07,"Containment Health Index",66.55
2021-01-08,"Containment Health Index",66.55
2021-01-09,"Containment Health Index",66.55
2021-01-10,"Containment Health Index",66.55
2021-01-11,"Containment Health Index",66.55
2021-01-12,"Containment Health Index",66.55
2021-01-13,"Containment Health Index",66.55
2021-01-14,"Containment Health Index",66.55
2021-01-15,"Containment Health Index",66.55
2021-01-16,"Containment Health Index",66.55
2021-01-17,"Containment Health Index",66.55
2021-01-18,"Containment Health Index",66.55
2021-01-19,"Containment Health Index",66.55
2021-01-20,"Containment Health Index",66.55
2021-01-21,"Containment Health Index",66.55
2021-01-22,"Containment Health Index",66.55
2021-01-23,"Containment Health Index",66.55
2021-01-24,"Containment Health Index",66.55
2021-01-25,"Containment Health Index",66.55
2021-01-26,"Containment Health Index",66.55
2021-01-27,"Containment Health Index",66.55
2021-01-28,"Containment Health Index",66.55
2021-01-29,"Containment Health Index",66.55
2021-01-30,"Containment Health Index",66.55
2021-01-31,"Containment Health Index",66.55
2021-02-01,"Containment Health Index",66.55
2021-02-02,"Containment Health Index",66.55
2021-02-03,"Containment Health Index",66.55
2021-02-04,"Containment Health Index",66.55
2021-02-05,"Containment Health Index",66.55
2021-02-06,"Containment Health Index",66.55
2021-02-07,"Containment Health Index",66.55
2021-02-08,"Containment Health Index",66.55
2021-02-09,"Containment Health Index",66.55
2021-02-10,"Containment Health Index",66.55
2021-02-11,"Containment Health Index",66.55
2021-02-12,"Containment Health Index",66.55
2021-02-13,"Containment Health Index",66.55
2021-02-14,"Containment Health Index",66.55
2021-02-15,"Containment Health Index",66.55
2021-02-16,"Containment Health Index",66.55
2021-02-17,"Containment Health Index",66.55
2021-02-18,"Containment Health Index",66.55
2021-02-19,"Containment Health Index",64.76
2021-02-20,"Containment Health Index",64.76
2021-02-21,"Containment Health Index",64.76
2021-02-22,"Containment Health Index",64.76
2021-02-23,"Containment Health Index",64.76
2021-02-24,"Containment Health Index",64.76
2021-02-25,"Containment Health Index",64.76
2021-02-26,"Containment Health Index",64.76
2021-02-27,"Containment Health Index",64.76
2021-02-28,"Containment Health Index",64.76
2021-03-01,"Containment Health Index",64.76
2021-03-02,"Containment Health Index",64.76
2021-03-03,"Containment Health Index",64.76
2021-03-04,"Containment Health Index",64.76
2021-03-05,"Containment Health Index",64.76
2021-03-06,"Containment Health Index",64.76
2021-03-07,"Containment Health Index",64.76
2021-03-08,"Containment Health Index",64.76
2021-03-09,"Containment Health Index",64.76
2021-03-10,"Containment Health Index",64.76
2021-03-11,"Containment Health Index",64.76
2021-03-12,"Containment Health Index",64.76
2021-03-13,"Containment Health Index",63.57
2021-03-14,"Containment Health Index",63.57
2021-03-15,"Containment Health Index",63.57
2021-03-16,"Containment Health Index",63.57
2021-03-17,"Containment Health Index",65.36
2021-03-18,"Containment Health Index",65.36
2021-03-19,"Containment Health Index",65.36
2021-03-20,"Containment Health Index",65.36
2021-03-21,"Containment Health Index",65.36
2021-03-22,"Containment Health Index",65.36
2021-03-23,"Containment Health Index",65.36
2021-03-24,"Containment Health Index",65.36
2021-03-25,"Containment Health Index",65.36
2021-03-26,"Containment Health Index",65.36
2021-03-27,"Containment Health Index",65.36
2021-03-28,"Containment Health Index",65.36
2021-03-29,"Containment Health Index",65.36
2021-03-30,"Containment Health Index",65.36
2021-03-31,"Containment Health Index",65.36
2021-04-01,"Containment Health Index",65.36
2021-04-02,"Containment Health Index",65.36
2021-04-03,"Containment Health Index",65.36
2021-04-04,"Containment Health Index",65.36
2021-04-05,"Containment Health Index",65.36
2021-04-06,"Containment Health Index",65.36
2021-04-07,"Containment Health Index",65.36
2021-04-08,"Containment Health Index",65.36
2021-04-09,"Containment Health Index",65.36
2021-04-10,"Containment Health Index",65.36
2021-04-11,"Containment Health Index",65.36
2021-04-12,"Containment Health Index",65.36
2021-04-13,"Containment Health Index",65.36
2021-04-14,"Containment Health Index",65.36
2021-04-15,"Containment Health Index",65.36
2021-04-16,"Containment Health Index",64.17
2021-04-17,"Containment Health Index",64.17
2021-04-18,"Containment Health Index",64.17
2021-04-19,"Containment Health Index",64.17
2021-04-20,"Containment Health Index",64.17
2021-04-21,"Containment Health Index",64.17
2021-04-22,"Containment Health Index",64.17
2021-04-23,"Containment Health Index",64.17
2021-04-24,"Containment Health Index",64.17
2021-04-25,"Containment Health Index",64.17
2021-04-26,"Containment Health Index",64.17
2021-04-27,"Containment Health Index",64.17
2021-04-28,"Containment Health Index",64.17
2021-04-29,"Containment Health Index",64.17
2021-04-30,"Containment Health Index",64.17
2021-05-01,"Containment Health Index",64.17
2021-05-02,"Containment Health Index",64.17
2021-05-03,"Containment Health Index",64.17
2021-05-04,"Containment Health Index",64.17
2021-05-05,"Containment Health Index",64.17
2021-05-06,"Containment Health Index",64.17
2021-05-07,"Containment Health Index",64.17
2021-05-08,"Containment Health Index",64.17
2021-05-09,"Containment Health Index",60.3
2021-05-10,"Containment Health Index",60.3
2021-05-11,"Containment Health Index",60.3
2021-05-12,"Containment Health Index",60.3
2021-05-13,"Containment Health Index",60.3
2021-05-14,"Containment Health Index",60.3
2021-05-15,"Containment Health Index",60.3
2021-05-16,"Containment Health Index",60.3
2021-05-17,"Containment Health Index",60.3
2021-05-18,"Containment Health Index",61.73
2021-05-19,"Containment Health Index",61.73
2021-05-20,"Containment Health Index",61.73
2021-05-21,"Containment Health Index",61.73
2021-05-22,"Containment Health Index",61.73
2021-05-23,"Containment Health Index",61.73
2021-05-24,"Containment Health Index",61.73
2021-05-25,"Containment Health Index",61.73
2021-05-26,"Containment Health Index",61.73
2020-01-01,"Economic Support Index",0
2020-01-02,"Economic Support Index",0
2020-01-03,"Economic Support Index",0
2020-01-04,"Economic Support Index",0
2020-01-05,"Economic Support Index",0
2020-01-06,"Economic Support Index",0
2020-01-07,"Economic Support Index",0
2020-01-08,"Economic Support Index",0
2020-01-09,"Economic Support Index",0
2020-01-10,"Economic Support Index",0
2020-01-11,"Economic Support Index",0
2020-01-12,"Economic Support Index",0
2020-01-13,"Economic Support Index",0
2020-01-14,"Economic Support Index",0
2020-01-15,"Economic Support Index",0
2020-01-16,"Economic Support Index",0
2020-01-17,"Economic Support Index",0
2020-01-18,"Economic Support Index",0
2020-01-19,"Economic Support Index",0
2020-01-20,"Economic Support Index",0
2020-01-21,"Economic Support Index",0
2020-01-22,"Economic Support Index",0
2020-01-23,"Economic Support Index",0
2020-01-24,"Economic Support Index",0
2020-01-25,"Economic Support Index",0
2020-01-26,"Economic Support Index",0
2020-01-27,"Economic Support Index",0
2020-01-28,"Economic Support Index",0
2020-01-29,"Economic Support Index",0
2020-01-30,"Economic Support Index",0
2020-01-31,"Economic Support Index",0
2020-02-01,"Economic Support Index",0
2020-02-02,"Economic Support Index",0
2020-02-03,"Economic Support Index",0
2020-02-04,"Economic Support Index",0
2020-02-05,"Economic Support Index",0
2020-02-06,"Economic Support Index",0
2020-02-07,"Economic Support Index",0
2020-02-08,"Economic Support Index",0
2020-02-09,"Economic Support Index",0
2020-02-10,"Economic Support Index",0
2020-02-11,"Economic Support Index",0
2020-02-12,"Economic Support Index",0
2020-02-13,"Economic Support Index",0
2020-02-14,"Economic Support Index",0
2020-02-15,"Economic Support Index",0
2020-02-16,"Economic Support Index",0
2020-02-17,"Economic Support Index",0
2020-02-18,"Economic Support Index",0
2020-02-19,"Economic Support Index",0
2020-02-20,"Economic Support Index",0
2020-02-21,"Economic Support Index",0
2020-02-22,"Economic Support Index",0
2020-02-23,"Economic Support Index",0
2020-02-24,"Economic Support Index",0
2020-02-25,"Economic Support Index",0
2020-02-26,"Economic Support Index",0
2020-02-27,"Economic Support Index",0
2020-02-28,"Economic Support Index",0
2020-02-29,"Economic Support Index",0
2020-03-01,"Economic Support Index",0
2020-03-02,"Economic Support Index",0
2020-03-03,"Economic Support Index",0
2020-03-04,"Economic Support Index",0
2020-03-05,"Economic Support Index",0
2020-03-06,"Economic Support Index",0
2020-03-07,"Economic Support Index",0
2020-03-08,"Economic Support Index",0
2020-03-09,"Economic Support Index",0
2020-03-10,"Economic Support Index",0
2020-03-11,"Economic Support Index",0
2020-03-12,"Economic Support Index",0
2020-03-13,"Economic Support Index",0
2020-03-14,"Economic Support Index",0
2020-03-15,"Economic Support Index",0
2020-03-16,"Economic Support Index",0
2020-03-17,"Economic Support Index",25
2020-03-18,"Economic Support Index",62.5
2020-03-19,"Economic Support Index",62.5
2020-03-20,"Economic Support Index",62.5
2020-03-21,"Economic Support Index",62.5
2020-03-22,"Economic Support Index",62.5
2020-03-23,"Economic Support Index",62.5
2020-03-24,"Economic Support Index",62.5
2020-03-25,"Economic Support Index",62.5
2020-03-26,"Economic Support Index",62.5
2020-03-27,"Economic Support Index",62.5
2020-03-28,"Economic Support Index",62.5
2020-03-29,"Economic Support Index",62.5
2020-03-30,"Economic Support Index",62.5
2020-03-31,"Economic Support Index",87.5
2020-04-01,"Economic Support Index",87.5
2020-04-02,"Economic Support Index",87.5
2020-04-03,"Economic Support Index",87.5
2020-04-04,"Economic Support Index",87.5
2020-04-05,"Economic Support Index",87.5
2020-04-06,"Economic Support Index",87.5
2020-04-07,"Economic Support Index",87.5
2020-04-08,"Economic Support Index",87.5
2020-04-09,"Economic Support Index",87.5
2020-04-10,"Economic Support Index",87.5
2020-04-11,"Economic Support Index",87.5
2020-04-12,"Economic Support Index",87.5
2020-04-13,"Economic Support Index",87.5
2020-04-14,"Economic Support Index",87.5
2020-04-15,"Economic Support Index",87.5
2020-04-16,"Economic Support Index",87.5
2020-04-17,"Economic Support Index",87.5
2020-04-18,"Economic Support Index",87.5
2020-04-19,"Economic Support Index",87.5
2020-04-20,"Economic Support Index",87.5
2020-04-21,"Economic Support Index",87.5
2020-04-22,"Economic Support Index",87.5
2020-04-23,"Economic Support Index",87.5
2020-04-24,"Economic Support Index",87.5
2020-04-25,"Economic Support Index",87.5
2020-04-26,"Economic Support Index",87.5
2020-04-27,"Economic Support Index",87.5
2020-04-28,"Economic Support Index",87.5
2020-04-29,"Economic Support Index",87.5
2020-04-30,"Economic Support Index",87.5
2020-05-01,"Economic Support Index",87.5
2020-05-02,"Economic Support Index",87.5
2020-05-03,"Economic Support Index",87.5
2020-05-04,"Economic Support Index",75
2020-05-05,"Economic Support Index",75
2020-05-06,"Economic Support Index",75
2020-05-07,"Economic Support Index",75
2020-05-08,"Economic Support Index",75
2020-05-09,"Economic Support Index",75
2020-05-10,"Economic Support Index",75
2020-05-11,"Economic Support Index",87.5
2020-05-12,"Economic Support Index",87.5
2020-05-13,"Economic Support Index",87.5
2020-05-14,"Economic Support Index",87.5
2020-05-15,"Economic Support Index",87.5
2020-05-16,"Economic Support Index",87.5
2020-05-17,"Economic Support Index",87.5
2020-05-18,"Economic Support Index",87.5
2020-05-19,"Economic Support Index",87.5
2020-05-20,"Economic Support Index",87.5
2020-05-21,"Economic Support Index",87.5
2020-05-22,"Economic Support Index",87.5
2020-05-23,"Economic Support Index",87.5
2020-05-24,"Economic Support Index",87.5
2020-05-25,"Economic Support Index",87.5
2020-05-26,"Economic Support Index",87.5
2020-05-27,"Economic Support Index",87.5
2020-05-28,"Economic Support Index",87.5
2020-05-29,"Economic Support Index",87.5
2020-05-30,"Economic Support Index",87.5
2020-05-31,"Economic Support Index",87.5
2020-06-01,"Economic Support Index",87.5
2020-06-02,"Economic Support Index",87.5
2020-06-03,"Economic Support Index",87.5
2020-06-04,"Economic Support Index",87.5
2020-06-05,"Economic Support Index",87.5
2020-06-06,"Economic Support Index",87.5
2020-06-07,"Economic Support Index",87.5
2020-06-08,"Economic Support Index",87.5
2020-06-09,"Economic Support Index",87.5
2020-06-10,"Economic Support Index",87.5
2020-06-11,"Economic Support Index",87.5
2020-06-12,"Economic Support Index",87.5
2020-06-13,"Economic Support Index",87.5
2020-06-14,"Economic Support Index",87.5
2020-06-15,"Economic Support Index",87.5
2020-06-16,"Economic Support Index",87.5
2020-06-17,"Economic Support Index",87.5
2020-06-18,"Economic Support Index",87.5
2020-06-19,"Economic Support Index",87.5
2020-06-20,"Economic Support Index",87.5
2020-06-21,"Economic Support Index",87.5
2020-06-22,"Economic Support Index",87.5
2020-06-23,"Economic Support Index",87.5
2020-06-24,"Economic Support Index",87.5
2020-06-25,"Economic Support Index",87.5
2020-06-26,"Economic Support Index",87.5
2020-06-27,"Economic Support Index",87.5
2020-06-28,"Economic Support Index",87.5
2020-06-29,"Economic Support Index",87.5
2020-06-30,"Economic Support Index",87.5
2020-07-01,"Economic Support Index",87.5
2020-07-02,"Economic Support Index",87.5
2020-07-03,"Economic Support Index",87.5
2020-07-04,"Economic Support Index",87.5
2020-07-05,"Economic Support Index",87.5
2020-07-06,"Economic Support Index",87.5
2020-07-07,"Economic Support Index",87.5
2020-07-08,"Economic Support Index",87.5
2020-07-09,"Economic Support Index",87.5
2020-07-10,"Economic Support Index",87.5
2020-07-11,"Economic Support Index",87.5
2020-07-12,"Economic Support Index",87.5
2020-07-13,"Economic Support Index",87.5
2020-07-14,"Economic Support Index",87.5
2020-07-15,"Economic Support Index",87.5
2020-07-16,"Economic Support Index",87.5
2020-07-17,"Economic Support Index",87.5
2020-07-18,"Economic Support Index",87.5
2020-07-19,"Economic Support Index",87.5
2020-07-20,"Economic Support Index",87.5
2020-07-21,"Economic Support Index",87.5
2020-07-22,"Economic Support Index",87.5
2020-07-23,"Economic Support Index",87.5
2020-07-24,"Economic Support Index",87.5
2020-07-25,"Economic Support Index",87.5
2020-07-26,"Economic Support Index",87.5
2020-07-27,"Economic Support Index",87.5
2020-07-28,"Economic Support Index",87.5
2020-07-29,"Economic Support Index",87.5
2020-07-30,"Economic Support Index",87.5
2020-07-31,"Economic Support Index",87.5
2020-08-01,"Economic Support Index",87.5
2020-08-02,"Economic Support Index",87.5
2020-08-03,"Economic Support Index",87.5
2020-08-04,"Economic Support Index",87.5
2020-08-05,"Economic Support Index",87.5
2020-08-06,"Economic Support Index",87.5
2020-08-07,"Economic Support Index",87.5
2020-08-08,"Economic Support Index",87.5
2020-08-09,"Economic Support Index",87.5
2020-08-10,"Economic Support Index",87.5
2020-08-11,"Economic Support Index",87.5
2020-08-12,"Economic Support Index",87.5
2020-08-13,"Economic Support Index",87.5
2020-08-14,"Economic Support Index",87.5
2020-08-15,"Economic Support Index",87.5
2020-08-16,"Economic Support Index",87.5
2020-08-17,"Economic Support Index",87.5
2020-08-18,"Economic Support Index",87.5
2020-08-19,"Economic Support Index",87.5
2020-08-20,"Economic Support Index",87.5
2020-08-21,"Economic Support Index",87.5
2020-08-22,"Economic Support Index",87.5
2020-08-23,"Economic Support Index",87.5
2020-08-24,"Economic Support Index",87.5
2020-08-25,"Economic Support Index",87.5
2020-08-26,"Economic Support Index",87.5
2020-08-27,"Economic Support Index",87.5
2020-08-28,"Economic Support Index",87.5
2020-08-29,"Economic Support Index",87.5
2020-08-30,"Economic Support Index",87.5
2020-08-31,"Economic Support Index",87.5
2020-09-01,"Economic Support Index",87.5
2020-09-02,"Economic Support Index",87.5
2020-09-03,"Economic Support Index",87.5
2020-09-04,"Economic Support Index",87.5
2020-09-05,"Economic Support Index",87.5
2020-09-06,"Economic Support Index",87.5
2020-09-07,"Economic Support Index",87.5
2020-09-08,"Economic Support Index",87.5
2020-09-09,"Economic Support Index",87.5
2020-09-10,"Economic Support Index",87.5
2020-09-11,"Economic Support Index",87.5
2020-09-12,"Economic Support Index",87.5
2020-09-13,"Economic Support Index",87.5
2020-09-14,"Economic Support Index",87.5
2020-09-15,"Economic Support Index",87.5
2020-09-16,"Economic Support Index",87.5
2020-09-17,"Economic Support Index",87.5
2020-09-18,"Economic Support Index",87.5
2020-09-19,"Economic Support Index",87.5
2020-09-20,"Economic Support Index",87.5
2020-09-21,"Economic Support Index",87.5
2020-09-22,"Economic Support Index",87.5
2020-09-23,"Economic Support Index",87.5
2020-09-24,"Economic Support Index",87.5
2020-09-25,"Economic Support Index",87.5
2020-09-26,"Economic Support Index",87.5
2020-09-27,"Economic Support Index",87.5
2020-09-28,"Economic Support Index",87.5
2020-09-29,"Economic Support Index",87.5
2020-09-30,"Economic Support Index",87.5
2020-10-01,"Economic Support Index",87.5
2020-10-02,"Economic Support Index",87.5
2020-10-03,"Economic Support Index",87.5
2020-10-04,"Economic Support Index",87.5
2020-10-05,"Economic Support Index",87.5
2020-10-06,"Economic Support Index",87.5
2020-10-07,"Economic Support Index",87.5
2020-10-08,"Economic Support Index",87.5
2020-10-09,"Economic Support Index",87.5
2020-10-10,"Economic Support Index",87.5
2020-10-11,"Economic Support Index",87.5
2020-10-12,"Economic Support Index",87.5
2020-10-13,"Economic Support Index",87.5
2020-10-14,"Economic Support Index",87.5
2020-10-15,"Economic Support Index",87.5
2020-10-16,"Economic Support Index",87.5
2020-10-17,"Economic Support Index",87.5
2020-10-18,"Economic Support Index",87.5
2020-10-19,"Economic Support Index",87.5
2020-10-20,"Economic Support Index",87.5
2020-10-21,"Economic Support Index",87.5
2020-10-22,"Economic Support Index",87.5
2020-10-23,"Economic Support Index",87.5
2020-10-24,"Economic Support Index",87.5
2020-10-25,"Economic Support Index",87.5
2020-10-26,"Economic Support Index",87.5
2020-10-27,"Economic Support Index",87.5
2020-10-28,"Economic Support Index",87.5
2020-10-29,"Economic Support Index",87.5
2020-10-30,"Economic Support Index",87.5
2020-10-31,"Economic Support Index",87.5
2020-11-01,"Economic Support Index",87.5
2020-11-02,"Economic Support Index",87.5
2020-11-03,"Economic Support Index",87.5
2020-11-04,"Economic Support Index",87.5
2020-11-05,"Economic Support Index",87.5
2020-11-06,"Economic Support Index",87.5
2020-11-07,"Economic Support Index",87.5
2020-11-08,"Economic Support Index",87.5
2020-11-09,"Economic Support Index",87.5
2020-11-10,"Economic Support Index",87.5
2020-11-11,"Economic Support Index",87.5
2020-11-12,"Economic Support Index",87.5
2020-11-13,"Economic Support Index",87.5
2020-11-14,"Economic Support Index",87.5
2020-11-15,"Economic Support Index",87.5
2020-11-16,"Economic Support Index",87.5
2020-11-17,"Economic Support Index",87.5
2020-11-18,"Economic Support Index",87.5
2020-11-19,"Economic Support Index",87.5
2020-11-20,"Economic Support Index",87.5
2020-11-21,"Economic Support Index",87.5
2020-11-22,"Economic Support Index",87.5
2020-11-23,"Economic Support Index",87.5
2020-11-24,"Economic Support Index",87.5
2020-11-25,"Economic Support Index",87.5
2020-11-26,"Economic Support Index",87.5
2020-11-27,"Economic Support Index",87.5
2020-11-28,"Economic Support Index",87.5
2020-11-29,"Economic Support Index",87.5
2020-11-30,"Economic Support Index",87.5
2020-12-01,"Economic Support Index",87.5
2020-12-02,"Economic Support Index",87.5
2020-12-03,"Economic Support Index",87.5
2020-12-04,"Economic Support Index",87.5
2020-12-05,"Economic Support Index",87.5
2020-12-06,"Economic Support Index",87.5
2020-12-07,"Economic Support Index",87.5
2020-12-08,"Economic Support Index",87.5
2020-12-09,"Economic Support Index",87.5
2020-12-10,"Economic Support Index",87.5
2020-12-11,"Economic Support Index",87.5
2020-12-12,"Economic Support Index",87.5
2020-12-13,"Economic Support Index",87.5
2020-12-14,"Economic Support Index",87.5
2020-12-15,"Economic Support Index",87.5
2020-12-16,"Economic Support Index",87.5
2020-12-17,"Economic Support Index",87.5
2020-12-18,"Economic Support Index",87.5
2020-12-19,"Economic Support Index",87.5
2020-12-20,"Economic Support Index",87.5
2020-12-21,"Economic Support Index",87.5
2020-12-22,"Economic Support Index",87.5
2020-12-23,"Economic Support Index",87.5
2020-12-24,"Economic Support Index",87.5
2020-12-25,"Economic Support Index",87.5
2020-12-26,"Economic Support Index",87.5
2020-12-27,"Economic Support Index",87.5
2020-12-28,"Economic Support Index",87.5
2020-12-29,"Economic Support Index",87.5
2020-12-30,"Economic Support Index",87.5
2020-12-31,"Economic Support Index",87.5
2021-01-01,"Economic Support Index",87.5
2021-01-02,"Economic Support Index",87.5
2021-01-03,"Economic Support Index",87.5
2021-01-04,"Economic Support Index",87.5
2021-01-05,"Economic Support Index",87.5
2021-01-06,"Economic Support Index",87.5
2021-01-07,"Economic Support Index",87.5
2021-01-08,"Economic Support Index",87.5
2021-01-09,"Economic Support Index",87.5
2021-01-10,"Economic Support Index",87.5
2021-01-11,"Economic Support Index",87.5
2021-01-12,"Economic Support Index",87.5
2021-01-13,"Economic Support Index",87.5
2021-01-14,"Economic Support Index",87.5
2021-01-15,"Economic Support Index",87.5
2021-01-16,"Economic Support Index",87.5
2021-01-17,"Economic Support Index",87.5
2021-01-18,"Economic Support Index",87.5
2021-01-19,"Economic Support Index",87.5
2021-01-20,"Economic Support Index",87.5
2021-01-21,"Economic Support Index",87.5
2021-01-22,"Economic Support Index",87.5
2021-01-23,"Economic Support Index",87.5
2021-01-24,"Economic Support Index",87.5
2021-01-25,"Economic Support Index",87.5
2021-01-26,"Economic Support Index",87.5
2021-01-27,"Economic Support Index",87.5
2021-01-28,"Economic Support Index",87.5
2021-01-29,"Economic Support Index",87.5
2021-01-30,"Economic Support Index",87.5
2021-01-31,"Economic Support Index",87.5
2021-02-01,"Economic Support Index",87.5
2021-02-02,"Economic Support Index",87.5
2021-02-03,"Economic Support Index",87.5
2021-02-04,"Economic Support Index",87.5
2021-02-05,"Economic Support Index",87.5
2021-02-06,"Economic Support Index",87.5
2021-02-07,"Economic Support Index",87.5
2021-02-08,"Economic Support Index",87.5
2021-02-09,"Economic Support Index",87.5
2021-02-10,"Economic Support Index",87.5
2021-02-11,"Economic Support Index",87.5
2021-02-12,"Economic Support Index",87.5
2021-02-13,"Economic Support Index",87.5
2021-02-14,"Economic Support Index",87.5
2021-02-15,"Economic Support Index",87.5
2021-02-16,"Economic Support Index",87.5
2021-02-17,"Economic Support Index",87.5
2021-02-18,"Economic Support Index",87.5
2021-02-19,"Economic Support Index",87.5
2021-02-20,"Economic Support Index",87.5
2021-02-21,"Economic Support Index",87.5
2021-02-22,"Economic Support Index",87.5
2021-02-23,"Economic Support Index",87.5
2021-02-24,"Economic Support Index",87.5
2021-02-25,"Economic Support Index",87.5
2021-02-26,"Economic Support Index",87.5
2021-02-27,"Economic Support Index",87.5
2021-02-28,"Economic Support Index",87.5
2021-03-01,"Economic Support Index",87.5
2021-03-02,"Economic Support Index",87.5
2021-03-03,"Economic Support Index",87.5
2021-03-04,"Economic Support Index",87.5
2021-03-05,"Economic Support Index",87.5
2021-03-06,"Economic Support Index",87.5
2021-03-07,"Economic Support Index",87.5
2021-03-08,"Economic Support Index",87.5
2021-03-09,"Economic Support Index",87.5
2021-03-10,"Economic Support Index",87.5
2021-03-11,"Economic Support Index",87.5
2021-03-12,"Economic Support Index",87.5
2021-03-13,"Economic Support Index",87.5
2021-03-14,"Economic Support Index",87.5
2021-03-15,"Economic Support Index",87.5
2021-03-16,"Economic Support Index",87.5
2021-03-17,"Economic Support Index",87.5
2021-03-18,"Economic Support Index",87.5
2021-03-19,"Economic Support Index",87.5
2021-03-20,"Economic Support Index",87.5
2021-03-21,"Economic Support Index",87.5
2021-03-22,"Economic Support Index",87.5
2021-03-23,"Economic Support Index",87.5
2021-03-24,"Economic Support Index",87.5
2021-03-25,"Economic Support Index",87.5
2021-03-26,"Economic Support Index",87.5
2021-03-27,"Economic Support Index",87.5
2021-03-28,"Economic Support Index",87.5
2021-03-29,"Economic Support Index",87.5
2021-03-30,"Economic Support Index",87.5
2021-03-31,"Economic Support Index",87.5
2021-04-01,"Economic Support Index",87.5
2021-04-02,"Economic Support Index",87.5
2021-04-03,"Economic Support Index",87.5
2021-04-04,"Economic Support Index",87.5
2021-04-05,"Economic Support Index",87.5
2021-04-06,"Economic Support Index",87.5
2021-04-07,"Economic Support Index",87.5
2021-04-08,"Economic Support Index",87.5
2021-04-09,"Economic Support Index",87.5
2021-04-10,"Economic Support Index",87.5
2021-04-11,"Economic Support Index",87.5
2021-04-12,"Economic Support Index",87.5
2021-04-13,"Economic Support Index",87.5
2021-04-14,"Economic Support Index",87.5
2021-04-15,"Economic Support Index",87.5
2021-04-16,"Economic Support Index",87.5
2021-04-17,"Economic Support Index",87.5
2021-04-18,"Economic Support Index",87.5
2021-04-19,"Economic Support Index",87.5
2021-04-20,"Economic Support Index",87.5
2021-04-21,"Economic Support Index",87.5
2021-04-22,"Economic Support Index",87.5
2021-04-23,"Economic Support Index",87.5
2021-04-24,"Economic Support Index",87.5
2021-04-25,"Economic Support Index",87.5
2021-04-26,"Economic Support Index",87.5
2021-04-27,"Economic Support Index",87.5
2021-04-28,"Economic Support Index",87.5
2021-04-29,"Economic Support Index",87.5
2021-04-30,"Economic Support Index",87.5
2021-05-01,"Economic Support Index",87.5
2021-05-02,"Economic Support Index",87.5
2021-05-03,"Economic Support Index",87.5
2021-05-04,"Economic Support Index",87.5
2021-05-05,"Economic Support Index",87.5
2021-05-06,"Economic Support Index",87.5
2021-05-07,"Economic Support Index",87.5
2021-05-08,"Economic Support Index",87.5
2021-05-09,"Economic Support Index",87.5
2021-05-10,"Economic Support Index",87.5
2021-05-11,"Economic Support Index",87.5
2021-05-12,"Economic Support Index",87.5
2021-05-13,"Economic Support Index",87.5
2021-05-14,"Economic Support Index",87.5
2021-05-15,"Economic Support Index",87.5
2021-05-16,"Economic Support Index",87.5
2021-05-17,"Economic Support Index",87.5
2021-05-18,"Economic Support Index",87.5
2021-05-19,"Economic Support Index",87.5
2021-05-20,"Economic Support Index",87.5
2021-05-21,"Economic Support Index",87.5
2021-05-22,"Economic Support Index",87.5
2021-05-23,"Economic Support Index",87.5
2021-05-24,"Economic Support Index",87.5
2021-05-25,"Economic Support Index",87.5
2021-05-26,"Economic Support Index",87.5
